"state","county","precinct_id","year","reg_voters","turnout","dem_votes","rep_votes","median_income","pct_bachelor","race_black","race_hispanic"
"GA","v","P29600",2020,832,597,282,278,66380,29.2,17.9,34.1
"IL","y","P06862",2012,901,613,303,257,70170,11.5,40,31.4
"MA","y","P41154",2024,875,609,322,246,46217,14.1,3.4,13.7
"KS","x","P41043",2024,820,621,306,293,54724,32.3,8.1,2.2
"NV","p","P48367",2020,823,573,308,257,52816,71.1,16.2,16.8
"NJ","g","P32753",2024,827,559,324,319,46750,14.8,10.4,79.6
"IN","t","P13210",2016,891,604,317,291,52463,30,5.1,80
"NC","x","P38679",2024,819,620,311,276,55559,73,28.9,73
"ID","e","P38167",2012,866,622,289,266,53736,75.6,23.3,69.1
"AK","y","P12553",2016,873,650,299,275,42213,13.8,5.6,43.6
"LA","y","P40899",2012,885,613,290,276,56546,36.6,23.3,77.7
"NC","y","P18456",2020,851,598,315,276,47881,69.3,10.7,13.1
"AR","g","P00285",2024,829,582,301,272,68552,10.3,15.9,50.9
"WA","p","P41363",2012,845,614,314,288,74001,77.6,5.2,31.3
"MD","t","P32282",2016,869,609,294,297,64991,75.1,57.5,79.2
"IN","u","P27330",2016,819,610,307,289,51047,21.4,18,3
"WA","k","P00868",2012,837,614,304,291,68180,25.4,65.8,25.8
"NE","u","P34380",2024,857,631,295,293,66948,22.8,33.2,23.2
"DE","l","P19875",2020,874,592,295,256,59209,38.5,60.9,60.6
"OR","r","P30177",2024,846,594,319,280,54759,44.3,51.2,37.8
"NM","l","P04696",2016,801,594,292,279,79396,73.7,4.5,27
"MS","a","P08936",2024,878,608,277,269,49191,22.7,26.8,69.1
"SD","q","P02840",2012,827,614,288,292,62320,41.3,33.6,27.2
"MA","q","P18640",2012,865,621,295,285,55632,71.3,60.1,36
"SC","y","P22519",2024,905,550,311,306,61742,12.2,41.1,75.4
"WA","f","P37217",2012,851,573,312,248,53286,13.3,16.1,5.9
"DE","d","P03954",2024,838,561,307,272,48612,46.4,51.5,46.6
"NV","x","P03804",2024,800,589,292,285,56403,44.3,5.7,49.3
"AR","w","P29809",2016,815,538,304,287,49385,41.4,55.4,16.3
"UT","c","P00345",2020,812,662,296,302,51072,77.4,46.4,54
"OH","p","P46901",2012,859,596,302,304,65016,20.9,32.9,70.7
"WA","c","P29157",2024,843,556,285,300,58630,16.4,69.4,18.7
"NE","a","P02911",2016,808,609,309,265,54018,73.3,56.5,63.6
"AZ","y","P37877",2012,857,580,328,282,56643,50.4,14,63
"TN","c","P36912",2016,870,580,296,308,56558,30.3,43.8,55.3
"IN","a","P25056",2020,846,594,312,262,56654,77.5,10.2,18.9
"OK","y","P03486",2020,871,598,282,260,60315,67.9,62.4,17.8
"MS","m","P20925",2012,858,595,287,280,48566,76.2,6.5,32.9
"KS","t","P19943",2016,831,580,286,262,58656,24.5,16.2,40.7
"NC","s","P07237",2020,843,588,300,280,42430,55.9,10.8,12.1
"CA","c","P01452",2024,817,628,276,303,40292,79.8,44,68.3
"IL","v","P22796",2012,854,580,342,278,54106,32.8,9.5,4.9
"KS","w","P00088",2020,864,550,326,284,67177,62.2,46.8,21.1
"CA","y","P37894",2016,815,599,295,245,44408,41,47.5,49.9
"KS","x","P02408",2020,921,580,307,285,55000,24,42.1,77.1
"OK","j","P32197",2016,887,550,302,257,58570,10.6,50.7,71.3
"TN","r","P18068",2020,831,579,294,299,65689,59.3,27.1,27.3
"NE","q","P31537",2012,846,568,311,267,54308,20.6,46.1,21.5
"OK","v","P04287",2012,880,592,294,254,43803,76.8,1.6,79.9
"NC","c","P02092",2024,872,579,280,282,64517,16.5,15.3,12.8
"UT","t","P43033",2016,857,574,301,273,71109,45,46.2,76.8
"AZ","p","P09993",2020,851,607,326,295,52748,50.6,10.2,55.5
"NE","h","P33185",2016,843,571,290,267,65800,28.7,34.2,15.4
"TN","e","P44283",2024,842,615,284,265,48666,52.8,15.8,57.1
"NV","x","P38645",2012,845,648,296,293,44156,50.8,65,31
"DE","s","P45290",2020,828,588,293,307,65549,16.6,69.5,2.4
"VT","v","P14080",2016,884,570,308,289,65308,24.1,35.9,56.9
"WA","e","P09227",2016,852,610,294,251,63416,57.7,41.5,24.5
"WV","v","P12976",2016,835,651,290,306,57949,24.4,34.7,12.6
"IA","l","P31339",2012,860,603,298,292,54788,71.2,40.3,79.4
"LA","r","P07282",2024,857,598,310,283,58070,65.9,32.4,36.4
"MO","i","P34980",2020,862,625,293,292,60935,45,22.9,8.9
"SD","f","P40426",2020,888,582,281,316,66033,41.6,13.1,13.2
"CO","l","P05939",2020,864,634,327,277,60103,46.7,16.8,3.9
"AR","w","P47225",2012,911,633,286,254,42180,79,59.8,69.4
"MI","a","P44372",2020,867,644,270,292,64359,42.2,60.2,37.2
"TX","j","P02873",2020,834,598,278,263,48981,60.1,23.3,9.2
"CT","m","P39815",2012,864,635,283,288,36022,32.2,33.9,5.8
"OK","r","P43852",2012,806,619,305,278,62561,53.9,27.7,61.9
"IL","b","P10812",2024,879,635,292,280,43557,73.5,52.7,49.1
"TN","h","P42089",2024,852,629,275,283,52778,47.6,48.5,2.4
"WA","b","P04518",2024,874,629,311,272,56418,19.8,65.8,10.8
"TN","c","P26945",2012,883,589,264,281,68905,45.6,1.7,38.9
"AZ","u","P29114",2020,853,599,305,276,53439,33.5,18.8,12.1
"MO","m","P27159",2024,863,621,330,267,66119,60.4,64.8,28.6
"NJ","d","P40080",2024,840,562,302,261,58724,49.1,22.7,49.4
"GA","f","P46521",2020,812,599,324,298,45536,14.9,66,21
"FL","p","P22224",2012,886,599,314,271,51947,79.7,60.1,62.1
"PA","n","P43359",2020,842,641,289,271,41685,19.5,57.5,14.9
"OR","z","P07338",2016,867,600,311,275,63568,55.6,26.5,77.1
"NH","y","P46827",2012,807,572,283,280,51898,49.3,10.9,16.4
"ND","a","P20639",2012,888,602,279,272,59892,61.6,45.3,18.6
"VA","g","P08105",2016,849,564,281,276,50938,50.4,8.6,47.1
"IA","a","P43943",2012,889,563,283,268,43671,59.5,19.5,45.6
"PA","q","P11015",2020,848,608,320,265,50793,46,45.2,77.6
"NC","z","P18361",2024,883,681,293,253,46529,50.8,52.5,48.2
"IL","u","P48038",2012,855,609,305,239,62639,77.4,32.8,54.8
"NY","v","P25123",2024,858,578,301,263,41688,16,0.6,68.6
"MI","g","P00614",2020,830,617,312,277,59289,41.5,62.2,23.5
"TX","n","P38460",2016,878,611,291,260,59957,78.1,67.3,36.5
"KS","d","P38228",2020,848,593,328,297,47336,79.4,38,46.5
"MD","v","P32423",2020,863,591,301,275,51140,54,19.1,21.6
"OH","v","P38828",2024,853,606,294,265,50343,55.8,14.2,37.3
"OR","d","P10452",2024,892,631,335,277,52981,27.8,25,66.3
"NE","c","P44446",2016,866,630,301,282,70067,67.2,27.9,61.1
"AR","j","P47353",2020,826,589,326,302,58849,49.6,61.4,63.8
"VT","o","P02638",2024,796,637,316,297,42898,47.7,20,37.4
"TX","i","P38700",2020,815,606,289,293,51956,33.5,16.6,58.6
"MO","l","P10578",2016,863,538,307,276,56017,29.2,46.5,55.7
"NM","c","P41621",2016,876,629,302,243,53944,47.3,26.9,62
"DE","f","P17131",2020,874,613,299,294,67010,27.3,61.1,73.8
"ME","v","P22421",2012,857,610,301,299,55275,22.3,4.2,54.3
"AZ","y","P44910",2020,885,610,309,253,73154,45.8,48.5,13.9
"AR","s","P02059",2020,906,575,289,300,50554,54.2,39.6,63.8
"MD","x","P22965",2024,847,635,298,290,62663,18.2,40.7,24.7
"ID","j","P02077",2020,868,618,329,278,53381,42.8,37.4,41.6
"NJ","g","P25358",2020,828,602,312,292,68944,41.7,67.4,63.8
"NV","e","P25428",2012,882,594,306,271,54156,27.3,12.3,17.4
"MO","g","P43570",2020,867,642,320,249,44060,41.9,15.6,14.7
"AL","r","P36666",2024,826,565,306,275,47548,36.1,65.8,8.4
"UT","d","P34738",2024,867,609,318,283,57269,76.6,33.2,8.3
"AL","x","P49010",2024,853,571,308,260,55394,19.4,29.8,76.9
"MA","e","P27957",2012,838,599,314,295,39518,16.5,17,4
"GA","h","P07020",2012,843,610,303,282,60983,52.5,65.9,51.1
"MT","s","P44469",2020,919,618,307,291,50477,73.4,49.2,26.5
"OK","o","P24321",2016,862,570,281,271,54478,24,9.5,79.5
"AL","l","P05922",2024,832,602,282,274,63040,79.5,64,46.6
"NY","z","P34991",2020,807,600,303,301,56524,73.9,69.9,75.6
"RI","v","P31265",2012,829,613,304,264,59163,50,20.6,39.5
"AZ","x","P38304",2016,842,585,319,274,54209,36.8,18,12.1
"VA","i","P09345",2012,839,596,296,282,50223,32.2,9.6,29.3
"VA","q","P02167",2020,819,603,333,281,48114,24.6,58.2,20.6
"OK","f","P09927",2020,853,574,305,284,62784,20.3,9.8,78.4
"WA","s","P32878",2024,781,587,301,314,49032,70.8,36.4,3.9
"AK","k","P04748",2016,903,605,305,339,56344,39.1,35.2,11.2
"IL","p","P11066",2016,817,610,305,298,62227,10.3,22.9,7.4
"SC","x","P35822",2016,870,572,263,278,66577,61.9,64.2,18.3
"RI","t","P03824",2020,818,655,277,288,50047,65.5,11.5,50.6
"GA","e","P27542",2012,806,546,308,271,50969,27,41.5,2.6
"KY","h","P41760",2020,845,572,294,285,41024,73.3,67.3,44.2
"HI","h","P00582",2024,836,594,312,277,41764,61.6,65.8,54.4
"CT","k","P18371",2016,840,584,288,295,54097,17.7,30.9,42.1
"OK","o","P25814",2020,857,629,314,291,78765,49.5,37.9,53.5
"PA","z","P45298",2024,820,616,297,276,63144,14.2,61.3,56.2
"SC","b","P33094",2020,878,591,314,301,47195,56.1,36.1,15.8
"MA","z","P12293",2024,823,600,317,281,53155,29.4,5.8,44.9
"KS","o","P35547",2024,838,613,296,287,58781,64.1,31.5,9.6
"AK","z","P00046",2024,882,605,302,298,57402,76.1,49.3,60.3
"LA","i","P39978",2020,822,607,306,272,58551,59.7,50.3,62.2
"CA","w","P38355",2016,866,622,322,281,49723,49.9,40.8,73.9
"CA","u","P19038",2024,866,604,282,264,57426,63.4,37.5,71.3
"UT","v","P39622",2012,886,595,315,316,52420,19.9,46.8,74.9
"MN","r","P21535",2024,858,633,305,286,45658,67.5,3.2,56.8
"ID","g","P18498",2024,837,610,296,264,49230,16.6,17.2,73.2
"AR","q","P09688",2012,816,565,307,263,46341,39.1,59.9,24.4
"WA","w","P18023",2016,819,591,293,273,53443,20.8,67.9,45.1
"GA","n","P01851",2016,820,589,328,272,60346,70.9,65.9,33
"OH","g","P35576",2024,844,585,307,284,38357,58.2,32.3,62.1
"ND","j","P36638",2016,869,592,310,302,54237,67.7,10.7,59.9
"GA","e","P39024",2012,890,606,315,265,61596,40.2,3.1,69.9
"UT","p","P47326",2012,825,633,287,267,70329,26,45.2,67.5
"CT","y","P30472",2020,839,618,310,261,56755,25.5,54.1,25.9
"IL","y","P16223",2012,817,554,304,286,58648,72.7,5.5,63.6
"NJ","h","P00782",2012,860,582,276,256,41904,37.1,65.6,43.5
"KS","l","P40967",2020,837,617,277,295,55912,41.3,28,5
"MN","y","P12391",2020,820,612,315,250,49393,52.3,46.2,67.9
"NY","n","P12761",2012,855,615,279,282,50082,16.1,6.5,28
"MA","o","P43382",2020,855,570,333,262,63552,77.5,53.2,77.6
"ND","q","P24744",2012,851,607,282,298,63030,55.7,21.1,38.5
"IA","b","P46094",2020,855,616,318,292,56670,19.5,56.6,40.4
"VA","e","P21914",2016,883,547,306,268,64757,34.8,5.6,73.4
"OR","s","P19328",2020,847,641,323,317,63069,58.8,43.3,18.3
"KS","r","P01810",2016,783,565,302,286,51872,22.7,51.8,51.5
"MN","k","P27530",2012,842,617,320,292,70783,41.3,63.4,52
"AZ","w","P41636",2020,884,599,265,300,63450,75.7,3.6,52.2
"CT","p","P02863",2020,864,581,303,311,49622,61.4,49.2,78.8
"AK","u","P40571",2020,826,600,277,250,55377,23.4,44.7,72.6
"AK","o","P38452",2024,843,610,292,269,57832,14.8,4.2,4.5
"WA","s","P20748",2020,849,639,302,256,48342,45.8,50.6,45.8
"ND","x","P07989",2024,879,609,307,285,49826,26,56.4,10.3
"VA","j","P47293",2020,855,620,295,290,63525,77.7,25.9,29.6
"MD","m","P24877",2020,831,621,281,290,48981,31.1,39.8,34.6
"CT","c","P00694",2020,862,577,312,253,69608,53.9,8.3,73.1
"MS","e","P29482",2024,813,609,291,264,50403,47.4,31.9,10
"AK","z","P12585",2024,874,634,289,281,74539,53.1,0.9,26.1
"IA","l","P05365",2016,851,550,323,265,65092,24.8,6.7,16.3
"AL","m","P34868",2012,897,582,288,288,50084,35.5,32.9,24.3
"SD","e","P46031",2016,835,585,328,275,67398,18.4,21.2,17.7
"NJ","c","P24090",2012,784,583,293,259,29026,36.1,59.9,16.1
"AR","h","P30096",2020,858,578,311,289,48070,26.2,30.3,64
"MA","u","P28679",2020,881,584,313,293,52784,71.2,41.3,54.4
"WV","m","P28824",2016,790,650,301,268,60295,63.3,44,70.3
"LA","h","P05483",2016,860,605,330,299,53008,46.1,60.2,74.1
"IA","k","P31292",2020,861,593,281,301,53740,35.2,13.5,11.5
"OH","o","P09800",2024,857,567,332,276,62762,25.3,12.2,46.8
"SC","y","P12286",2024,906,569,293,258,56070,22.4,38.6,61.8
"LA","k","P33709",2016,852,566,277,279,71242,21.5,59.4,51.5
"AZ","t","P06233",2020,882,592,298,303,66827,47.4,3.9,46.6
"CA","w","P13354",2024,828,603,303,293,64031,56.2,41.6,24.1
"ND","d","P35343",2024,811,620,293,281,66892,78.2,34.3,8.2
"NJ","x","P21465",2020,850,601,302,294,61415,75,6.1,21.2
"MT","d","P45036",2024,862,586,302,262,55974,53.6,41.4,1.5
"CA","v","P41045",2020,846,599,277,280,54400,75.7,4.7,2.7
"OH","y","P44545",2016,875,580,318,299,67841,66.8,44.5,78.8
"VT","m","P48002",2020,853,603,334,293,53711,11.8,58.1,65
"IN","a","P39528",2012,867,569,315,268,47592,42.3,65.5,68.4
"LA","v","P34705",2012,841,597,314,262,63722,76.9,13.2,56
"PA","r","P22082",2012,926,636,293,273,51000,42,21.4,19
"MN","h","P48400",2020,842,592,283,268,57168,19.3,13.5,50.4
"ME","e","P38575",2024,862,639,306,284,66916,74.9,20.2,51
"AZ","s","P21561",2020,875,613,275,258,55594,76.7,60.7,16.4
"AZ","g","P40241",2024,858,625,305,311,70555,79.7,65.5,42.2
"VA","j","P23353",2012,865,555,284,284,47316,28.5,40.3,4.5
"KS","o","P35458",2020,893,570,296,289,41969,19.2,4.1,16.5
"SC","o","P35858",2012,862,633,284,280,43957,11.2,63,17.8
"ME","f","P10726",2024,839,611,277,274,50293,71.2,20.9,33.1
"NH","x","P26601",2024,826,563,287,280,46587,54.5,23.3,11.8
"AK","h","P22008",2020,864,585,289,257,60672,37.2,50.6,18.5
"NY","f","P18762",2020,849,577,302,299,54944,58.4,14.8,22.2
"AR","b","P36361",2016,885,593,298,282,56720,48.5,33.1,51.6
"MT","h","P45621",2020,846,622,305,261,53501,41.4,26.5,38.9
"MS","k","P46645",2024,874,630,312,293,49522,60.6,55.5,68.6
"KS","z","P22728",2012,915,588,285,260,37187,69.1,64.9,66.3
"AR","w","P10890",2012,855,592,310,273,56457,50.9,53.8,26.2
"WV","c","P23418",2020,873,579,287,275,67089,71,13.8,10
"SC","e","P17113",2024,899,603,313,287,61974,61.3,49.2,32.6
"OR","n","P10113",2024,872,624,278,297,56929,55,12.3,56.3
"UT","g","P23621",2024,835,636,281,302,61533,16.7,68.4,47
"NV","g","P14718",2024,832,604,296,283,51514,18.9,58.7,56.9
"WA","w","P10272",2024,892,599,299,279,57816,75.9,34.5,28.2
"TX","r","P37488",2012,838,606,299,263,47412,52.5,46.8,7.3
"NE","f","P38746",2012,812,615,296,243,47259,42.1,0.5,4.1
"DE","x","P02482",2016,875,644,283,263,51979,19,9.1,41.8
"VA","g","P31197",2012,846,648,305,289,52602,44,39.5,30.9
"DE","o","P18496",2024,861,613,296,304,61464,14.3,48.9,22.5
"OR","q","P07729",2012,860,622,281,283,60094,31.6,15.3,17.3
"IL","w","P36726",2024,783,616,312,264,43045,75.8,60.4,0.6
"NH","p","P26883",2012,871,581,324,300,48129,37.3,20.4,65.6
"DE","i","P47164",2024,874,601,299,263,49391,33.2,21.9,68.6
"NE","w","P39871",2024,824,617,321,270,62048,24.9,52.4,3.1
"NY","c","P38003",2020,861,634,293,277,52100,33,22,24.8
"MS","o","P47837",2012,853,572,294,292,64253,33.1,52.5,6.7
"AZ","q","P26427",2020,837,645,293,291,45657,23.2,1.3,67.7
"MS","k","P13474",2024,847,619,315,297,59462,76.9,32.8,58.6
"MO","g","P11594",2024,896,615,321,267,56071,59.8,26.2,62.2
"ME","x","P17044",2024,856,605,282,297,63737,56.1,35,11.9
"IN","b","P40839",2012,881,588,330,308,57311,36.7,50.8,53.2
"NE","y","P37131",2020,845,586,305,310,57164,32.4,1.3,4.1
"AR","u","P00506",2016,877,623,304,261,46592,48.2,29.4,33.3
"OK","g","P08755",2016,864,623,321,279,63123,61.9,57.9,13.2
"KS","b","P37100",2024,905,571,292,286,49379,21,36.4,74.4
"LA","t","P05155",2024,861,601,315,294,43323,69,5.7,40.9
"NY","p","P48229",2012,823,592,290,258,57713,79.5,3.8,59.8
"MO","i","P44645",2012,867,581,300,256,50279,72.8,24.7,71.9
"KS","q","P17188",2024,834,609,276,292,46883,77.5,30.7,9.9
"WV","e","P22901",2012,924,619,301,299,64780,34.2,28.5,40.4
"OR","l","P04422",2012,845,598,296,291,42932,17.5,60.4,69.9
"RI","p","P11503",2016,875,614,296,302,60496,16.7,19.9,7.7
"MI","m","P32867",2012,799,595,296,242,48404,65,28.6,46.8
"OH","m","P05973",2024,869,601,307,282,56113,24.6,33,9.6
"MO","w","P19129",2024,880,614,307,287,61206,47.6,21,33.3
"AR","e","P19523",2020,820,571,313,268,56363,12.9,28.9,29.5
"LA","x","P37326",2020,865,581,324,292,56212,58.8,41.9,40.1
"OR","u","P16414",2024,839,628,301,284,56372,36.1,60.9,20.2
"MA","h","P06810",2024,831,642,271,271,52828,21.2,64.1,2.4
"VT","g","P43732",2012,816,637,321,306,61462,79.3,56.2,34.8
"ID","f","P28731",2024,808,650,294,268,49456,18.5,23.1,50.9
"CA","k","P09439",2016,883,591,287,260,46041,43.1,50.1,2.2
"AZ","h","P44568",2020,835,602,284,263,52550,57.8,9.3,5.8
"AK","s","P16412",2024,787,592,331,298,61895,28.3,40.5,47.5
"CA","m","P40758",2020,918,605,269,295,52156,44.1,16.6,16.9
"MN","u","P19360",2012,862,615,276,253,59951,13.5,11.2,60.2
"ID","m","P06442",2016,808,646,318,281,54713,16.4,15.5,23.1
"ME","v","P48744",2016,840,588,286,273,45964,33.4,4.3,28.4
"MO","h","P18077",2020,848,566,289,262,54932,21.8,43.6,52.4
"FL","z","P22238",2016,852,576,292,278,57634,78.4,7.1,67.7
"MS","d","P37769",2016,861,573,297,297,65409,72.6,32.5,49.1
"ID","b","P33739",2016,869,585,310,280,55313,15.3,53,17.6
"NV","b","P33396",2020,841,591,275,292,76117,15.1,57.8,45.3
"MI","v","P06879",2020,873,603,285,275,43695,39.4,55.3,9.9
"NV","m","P49538",2020,846,598,279,263,52033,41.1,43.9,1.9
"PA","d","P17291",2012,852,611,279,256,61583,12.9,65.9,59.5
"NM","m","P17982",2020,861,608,300,269,64905,70.5,15.9,57.4
"NC","p","P24243",2020,801,604,263,281,47203,59.2,55.4,44.6
"MN","g","P25551",2024,910,641,291,283,52929,42.8,52,34
"CT","i","P40030",2024,866,572,331,285,46177,29.1,49.5,22.1
"ME","u","P15578",2020,870,577,318,278,59961,20.6,59.6,37.6
"NC","k","P00585",2024,859,574,311,292,52437,50.8,63.3,15.7
"PA","u","P48655",2020,873,623,329,299,52925,34.8,34.6,29.3
"ME","k","P08905",2012,840,620,292,276,61641,63.1,66.5,19.2
"VA","z","P24501",2024,810,629,294,258,45709,52,2.2,56.6
"ME","u","P47367",2016,811,619,324,282,48810,63.1,54.2,25.5
"MN","q","P08595",2020,868,605,302,301,65386,36.1,52,79.3
"TX","w","P16398",2020,883,552,315,279,42984,70.8,2,78.6
"NM","z","P27009",2016,874,605,326,283,50403,44.5,67.1,8.9
"MD","h","P43289",2024,812,606,330,268,57196,25.4,15.2,72.1
"NH","a","P24134",2016,917,588,323,281,62182,17.3,59.3,78.3
"NH","i","P11220",2016,846,598,312,293,63040,18.1,38.7,46.8
"TX","g","P41254",2024,838,602,290,282,48954,38.6,20.8,19.2
"MA","y","P21321",2020,830,587,301,272,63056,79.5,60.5,12.4
"AR","m","P20587",2024,828,609,302,273,45352,24,0.4,12.6
"MD","s","P43977",2012,829,604,274,274,69620,24,5.8,13.5
"RI","l","P13960",2016,902,608,262,296,65227,78.9,11.2,39.1
"NH","s","P47664",2012,871,582,286,274,55254,49.1,33.2,71.6
"CO","p","P24147",2024,866,592,290,275,50607,49.1,48.3,4.6
"MT","b","P16982",2020,821,656,331,298,64026,73.9,38.2,39.9
"WA","g","P26187",2024,848,629,337,302,61211,40.5,47.6,21.5
"SC","z","P27016",2020,777,580,320,298,46325,78.7,59.5,76.7
"NY","w","P25421",2016,863,646,318,268,59426,76.3,44.6,20.9
"OR","k","P09274",2012,818,587,331,301,52201,53.3,24.5,72.2
"PA","g","P23560",2012,864,594,322,280,60172,22.1,57.8,61.8
"WV","d","P01169",2020,825,586,310,278,53612,52.2,36.2,18.8
"SD","p","P41198",2020,869,574,323,264,43807,76.4,59.3,66.3
"IN","s","P17375",2016,870,594,318,267,51240,59.8,30.2,60.6
"OR","m","P45680",2016,848,605,308,270,52074,40,18.3,24.2
"SD","s","P01912",2024,849,561,319,270,46319,47,15.9,9.4
"OK","h","P40932",2016,846,622,301,295,61193,46.5,32.6,3.1
"NE","d","P38415",2012,833,597,295,286,64889,10.2,47.4,48.8
"NC","t","P18465",2024,805,627,301,255,73521,52.4,44.8,57.6
"CT","x","P48716",2016,850,622,313,274,60727,22,40.8,48.7
"MI","z","P38268",2020,817,610,295,308,62229,79.7,17.3,74.8
"FL","b","P35588",2020,811,616,332,295,41261,15.9,66.6,41
"KS","x","P26897",2012,881,607,279,282,68738,38,33.4,13.1
"NJ","d","P05359",2020,866,641,284,288,67383,48.9,36.2,47.6
"PA","c","P30544",2020,850,592,283,274,55359,47.5,47.3,51.1
"MT","k","P20490",2020,833,624,287,278,43824,35.8,29.8,22
"KY","l","P13115",2012,899,578,299,283,57605,64.6,66.1,18.2
"KY","m","P11190",2016,852,581,328,270,35434,70,6.3,78.5
"HI","n","P45987",2024,884,556,344,256,34517,70.7,14.3,46.7
"NM","p","P02528",2012,868,586,285,243,64945,32.4,62.2,42.3
"UT","t","P00462",2012,889,609,309,270,56892,70.8,29.8,57.4
"MI","s","P17349",2024,880,602,294,253,47707,61.4,50,71.7
"MS","m","P37075",2016,843,614,321,295,68367,74.3,54.4,50.1
"NC","m","P43041",2024,776,582,292,300,59809,63.4,55.7,18.8
"ME","h","P21009",2012,819,591,300,273,61811,19.2,3.3,2.1
"NJ","g","P33190",2012,842,624,353,294,66930,67.8,17.2,39.6
"LA","g","P30399",2020,839,637,293,286,52773,63.7,58.9,27.7
"HI","d","P10080",2024,812,614,304,281,69141,70.9,52.2,73.7
"NH","a","P18791",2012,854,593,271,279,58807,70.1,15.4,48.7
"PA","e","P47681",2024,804,575,314,272,67152,65.4,27.9,70.7
"CA","n","P29145",2020,840,558,294,280,62078,71.4,68.8,68.4
"MN","v","P30149",2020,817,628,293,273,62371,32.2,54.6,34.9
"AL","q","P20632",2020,816,572,272,280,47193,41.2,23.9,30.4
"CO","e","P33947",2016,888,620,295,288,55896,73.1,48.5,4.5
"OK","t","P36202",2012,931,592,305,256,55407,26.9,5.7,72.3
"NY","c","P40733",2020,870,596,321,312,51990,28,59,43.4
"RI","s","P47173",2016,883,622,276,254,55609,40.4,49.8,77.9
"IA","w","P01376",2024,833,623,325,318,44021,60.6,25.2,21.2
"NE","t","P43457",2024,865,570,308,263,64959,77.8,44.9,69.5
"VA","s","P49263",2024,839,587,295,281,42625,66.4,7.8,75.9
"GA","l","P03075",2016,843,577,273,282,63032,44.3,69.6,15.7
"ND","e","P25349",2024,813,599,288,304,51706,20.6,51.2,41.7
"MT","c","P49419",2016,853,584,272,280,57447,39.2,44.1,1.7
"NC","x","P49730",2020,848,635,279,293,67054,33,15.6,59.2
"OR","a","P10386",2020,862,620,319,266,49247,52.5,63.3,19
"NV","p","P34517",2020,878,631,315,301,50900,65.7,68.4,12.4
"CO","c","P46365",2016,864,564,285,261,53876,25,53.5,62.6
"IA","u","P39001",2016,842,588,301,306,42392,40.9,24.6,61.3
"PA","l","P11634",2016,857,568,303,255,53155,46.5,4.8,35.4
"CA","c","P04246",2016,869,631,303,282,45409,74.2,21.2,36
"ID","w","P21897",2024,847,597,279,260,59015,62.4,8.1,28.4
"SD","h","P21705",2020,843,631,305,276,55003,61.3,31.6,75
"HI","g","P29338",2012,833,614,294,279,63583,16.8,45.7,67.1
"NE","r","P27326",2020,850,598,301,283,66003,78.2,34.5,49.6
"OH","x","P40237",2016,872,595,314,280,60980,76.3,2.1,23.2
"NH","r","P11583",2012,841,669,318,280,54983,65.4,51.3,0.9
"CO","y","P15994",2020,809,534,293,273,50786,58.2,50.7,13.3
"MN","z","P41834",2016,860,627,277,295,53125,22.7,11.1,68.4
"PA","g","P35265",2020,841,603,300,289,46363,54.5,45.8,71.8
"WA","p","P45225",2012,868,630,292,265,39444,65,23.1,0.3
"NC","p","P15460",2020,829,572,294,287,31227,32.5,24.5,64.6
"MT","n","P13971",2020,848,614,325,310,57848,31,11.2,5.7
"CA","o","P23260",2020,866,539,307,260,55178,67.5,34.2,34.7
"NJ","l","P26964",2016,868,548,269,260,50971,52.6,44,26.1
"NY","h","P43866",2016,910,636,284,285,60201,22.1,35,29.8
"SC","e","P28397",2024,831,605,294,278,53552,25.1,33.7,16
"KS","t","P17865",2024,840,627,296,253,48876,11.2,18.9,76.5
"HI","e","P45530",2024,870,620,281,280,54846,69.2,55.1,19
"NM","l","P33643",2016,830,592,294,301,58966,22.2,59.2,70.9
"NV","q","P24141",2024,838,586,280,265,61728,59.3,56.3,5.6
"OH","b","P11180",2024,881,613,280,283,57393,19.8,62.7,0.5
"ME","s","P40521",2016,843,601,276,300,46754,59.6,39.9,26.3
"MT","f","P18748",2024,822,586,307,262,77452,62.9,0.5,57.2
"MA","u","P37522",2012,791,617,326,283,27820,15.7,28.1,2.5
"IA","t","P07480",2012,832,604,262,267,54525,26.4,61.7,22.9
"NM","y","P20825",2020,849,619,301,268,46676,67.6,41.4,45.5
"ID","l","P02747",2016,893,661,293,297,73418,46.5,48,24.3
"KS","e","P33277",2020,770,595,298,268,40667,66.3,64.3,33.1
"MI","h","P33049",2012,840,627,289,327,57437,74.3,23.2,47.8
"NE","r","P32449",2016,846,605,294,276,51107,75.1,8.6,78.7
"NC","c","P14629",2020,842,608,308,271,48959,25.8,42.6,19.7
"SC","o","P39165",2024,884,615,288,260,56567,53.1,12.2,79.5
"NV","o","P41324",2012,881,646,296,299,49013,25.5,66.8,2.4
"GA","e","P02934",2024,832,617,313,285,56167,68.4,49.9,32.3
"ME","m","P35983",2024,814,566,281,293,39003,75.4,6.4,20.8
"NE","d","P42192",2012,829,615,323,267,50201,53.1,38,50.2
"OR","m","P43733",2024,870,602,288,269,72594,33.3,51,35.9
"MD","m","P21390",2012,843,607,268,276,64961,75.9,37.2,35.6
"RI","i","P44275",2024,858,558,299,262,57175,62.7,25.9,80
"OR","g","P45908",2020,847,607,296,230,60123,11,24.2,5.5
"NC","p","P04924",2012,844,572,350,282,42015,12.6,60.3,36.5
"TX","b","P26383",2024,868,601,294,273,47953,25.4,43,16.7
