"county_fips","year","unemployment_rate","median_income","gini_index","poverty_rate","pop_density","urban_rural","percent_white","percent_black","percent_hispanic"
"33064",2012,3.5,44286,0.41,6.6,357.6,"Suburban",48.9,20.4,30.4
"26828",2014,8.5,37404,0.44,27.8,133.1,"Urban",47,52.4,31.1
"58586",2015,13.3,56692,0.39,13,32.2,"Urban",20.4,53.8,52.2
"49157",2012,11.5,41014,0.35,29,105.1,"Suburban",85.1,21.9,37.1
"12449",2011,8.4,33711,0.51,27.3,145.9,"Suburban",30.3,27.3,20.9
"41150",2015,10.8,59416,0.36,19.7,221.8,"Suburban",28.7,58.2,33.1
"43745",2016,12.2,30408,0.46,18.5,143.1,"Suburban",37.9,32.1,67.5
"15834",2020,14.8,60926,0.33,25.3,91,"Rural",48.4,12.6,6.3
"34734",2010,6.2,61926,0.47,6.3,247.2,"Suburban",79.6,32.6,55.1
"54441",2010,9.2,58651,0.51,16.8,282.1,"Suburban",25.2,41.1,31.6
"30953",2013,12.2,34733,0.48,28,146.7,"Suburban",70.4,51.1,20
"49583",2016,2.4,40532,0.47,20,335.8,"Rural",50.9,53.2,63.7
"39958",2020,11.5,41562,0.36,27.7,221.2,"Rural",81.9,56.9,43.3
"38745",2017,13.8,65040,0.38,17.1,87.1,"Urban",69.2,53.3,36.2
"32818",2012,2.7,44971,0.33,8.3,289.9,"Suburban",28.6,6.4,64.1
"59367",2011,7.5,60204,0.42,17.7,180.6,"Urban",75.6,22.4,11
"37770",2017,2.6,53192,0.52,19.1,52.2,"Suburban",22.3,4.9,23.8
"36547",2018,2.5,57201,0.53,15,444.5,"Rural",41,19.6,31.9
"21073",2013,13.1,54165,0.42,21.7,810.1,"Suburban",25.5,15.6,24.3
"38860",2018,2.3,37860,0.52,10,25.6,"Suburban",78.5,8.1,5.4
"47294",2018,13.3,51163,0.35,13.7,993.4,"Urban",25.5,27.4,49.2
"50629",2015,9.6,51614,0.31,22.7,1545.4,"Suburban",82.5,34.2,18.9
"53935",2019,8.9,37200,0.32,11.3,229.6,"Suburban",61.1,53.7,18.6
"59560",2020,3.2,42360,0.52,27.6,160.2,"Urban",86.3,25.2,12.4
"45283",2018,8.7,50590,0.37,14.1,94.8,"Urban",79.6,9.1,48.8
"51681",2019,2,53243,0.36,12.6,718.3,"Urban",21.6,36.2,28.5
"29824",2011,7.3,56030,0.28,27.3,1266.1,"Rural",89.3,8.9,20.9
"44705",2012,5.9,34552,0.31,14.7,74,"Urban",28.2,15.9,34.5
"28785",2019,11.7,47292,0.36,5.6,174.3,"Rural",52.6,21.6,23.3
"36547",2014,12.9,41640,0.35,26,309.6,"Rural",64.7,16.2,29.4
"26860",2017,3.5,55404,0.48,29.4,637.2,"Suburban",71.7,19.5,43.6
"21073",2016,10.7,59520,0.4,8.4,94,"Urban",33.3,45.7,45
"36910",2013,4.4,58794,0.47,9.1,645.5,"Urban",55.4,54.9,16.5
"59416",2011,5.9,47086,0.38,15.3,184.3,"Suburban",27.4,58.3,27.7
"53872",2014,2.7,52084,0.32,26,1439.6,"Urban",53.3,34.9,19.9
"36843",2011,4,55246,0.38,18.9,280.5,"Urban",26.5,27.4,22.1
"52745",2012,14.7,55389,0.5,26.1,938.8,"Urban",83.9,55.2,61.8
"43745",2020,14.2,51176,0.5,28.6,690.4,"Suburban",49.4,11.6,65.4
"19037",2018,9.4,55301,0.3,20.4,134,"Rural",31.5,19.1,5.3
"10224",2012,9.4,49045,0.35,15.7,152.4,"Urban",80.8,49.2,61.5
"28785",2014,13.8,53820,0.42,6.3,106,"Suburban",20.4,56.7,11
"10622",2013,12.3,48464,0.54,17.4,15.3,"Suburban",74.9,13.6,12.2
"12128",2014,7.1,62873,0.35,21.7,287.1,"Urban",47.2,54,38.6
"45067",2010,3.5,50558,0.52,17,220,"Rural",31,8,18.3
"25192",2012,6.9,63238,0.5,8.8,53.7,"Rural",41.3,44.4,24.6
"18560",2018,12.9,54569,0.32,18.5,87.6,"Urban",46.1,13.8,39.3
"18560",2012,5.7,50574,0.39,15.2,340,"Urban",53.3,16.5,67.9
"47258",2015,8.9,59732,0.54,17,94.1,"Rural",78,8.3,30.5
"36843",2013,6.5,39411,0.4,8.3,354.3,"Urban",78,50.4,19.3
"34343",2012,3.9,47126,0.54,10.3,1336.8,"Urban",74.4,51.7,48.9
"41468",2015,9.6,47479,0.49,18.3,84.1,"Rural",87,30.3,28.9
"47351",2010,9.7,52076,0.5,12.2,435.7,"Urban",41.7,40,67
"52367",2020,3.3,34907,0.55,9.9,147.9,"Suburban",56.8,4.3,19.6
"38745",2011,8.4,42622,0.54,5.3,271.1,"Suburban",64.7,36.5,60.4
"45145",2015,5.6,40279,0.53,6.2,605.5,"Urban",62.7,32.6,57.9
"44864",2013,8.7,53299,0.45,21.5,302.2,"Urban",74.4,37.2,35.1
"23298",2020,14.9,48831,0.44,13.5,64.3,"Rural",29.1,59.8,45.2
"39497",2020,3.6,50897,0.3,22.5,619.1,"Urban",25.3,11.4,4.4
"49846",2012,9.8,59471,0.42,23.6,46.7,"Urban",58.7,17.3,41.7
"46798",2012,12.8,55563,0.55,28.3,339.6,"Suburban",39.9,57.7,45.2
"44275",2011,5.9,53356,0.39,6.1,190,"Suburban",62.2,51.6,35.3
"15180",2015,9.5,42198,0.34,24.8,230.5,"Rural",32.3,56.2,23.3
"43485",2010,11.1,44782,0.38,28.3,317.4,"Rural",78.8,33.1,5.8
"49846",2014,7.2,44803,0.54,5.2,338.5,"Urban",51.5,13.2,23.4
"54594",2017,4.5,53927,0.47,7.2,415.2,"Rural",80.3,55.3,55.1
"56918",2019,7,48173,0.37,10.2,443.3,"Rural",66.6,48.4,25.2
"22941",2010,12.1,40117,0.32,26.5,146.1,"Urban",35.7,14,51.7
"47624",2010,6.7,60926,0.52,12.3,52.5,"Rural",74.7,14.3,66.3
"18003",2020,10.2,49730,0.43,19.3,156.9,"Suburban",24,42.9,69.7
"22949",2016,11.4,62290,0.42,8.9,104.5,"Rural",65.8,53.2,55.6
"51610",2018,6.2,42467,0.49,16.1,439.8,"Urban",30.6,40.3,19.2
"43292",2012,13.5,52167,0.53,25.2,83.1,"Urban",86.2,16.9,36.9
"39958",2017,14.4,50549,0.52,10.7,124.6,"Suburban",41.8,47.8,54.4
"49710",2015,5.5,49905,0.53,29.1,378,"Suburban",46.7,56.3,51.4
"34493",2020,4.2,65580,0.51,11.5,889.2,"Suburban",61.2,13.4,43
"51468",2015,6.7,59044,0.29,24.2,218.6,"Urban",82.3,23.9,69.8
"41382",2011,5.4,48489,0.53,24.1,155.2,"Urban",86.4,46.8,14.7
"27797",2010,2.8,44255,0.53,12,355.9,"Urban",69.2,50.8,30.5
"41694",2012,2.1,62318,0.39,27.8,43.6,"Urban",41.5,58.4,47.5
"33342",2020,9.6,73794,0.53,15,187.6,"Urban",47.7,6.9,62.6
"47504",2012,12,46454,0.44,17.9,259.7,"Suburban",67,54.4,30.4
"12660",2015,3.4,51125,0.34,14.1,525.6,"Suburban",76.8,20.1,59.1
"34343",2016,6.1,59817,0.53,28.8,174.5,"Urban",20,13.9,43.6
"52229",2011,11,52375,0.43,17.1,318.3,"Rural",54,23.1,58
"33829",2012,13,48741,0.54,9.4,372.1,"Rural",46.3,1.1,25.7
"50914",2015,8,52775,0.48,8.2,503.7,"Suburban",36.8,39.1,57.5
"43292",2013,14.6,45033,0.52,16.9,190.8,"Suburban",54.3,13.3,51.9
"33032",2018,7.2,52647,0.35,5.4,280.3,"Urban",71.4,36,45.4
"29824",2011,5.6,57254,0.43,12.2,118.6,"Suburban",74.7,59.1,59
"52367",2012,9.8,51872,0.53,27.7,118,"Urban",50.7,52.3,40.3
"52541",2010,5.1,44152,0.46,22.3,134,"Suburban",78.5,43.1,19.7
"36843",2013,4.8,57561,0.39,14.9,127.7,"Rural",35.9,17.4,49.4
"55289",2015,11.5,50558,0.39,28.4,417.1,"Urban",80.9,19.9,32.5
"36843",2014,10.3,40110,0.5,7.3,286.3,"Rural",27.7,44.2,67.2
"29041",2012,4.6,52071,0.53,22.8,18,"Rural",64.5,28.5,64.5
"12660",2019,10.1,52503,0.5,25.8,184.1,"Suburban",57.4,50.9,36.1
"14823",2018,3.2,62813,0.41,28.6,56.1,"Suburban",70.1,57.5,23.3
"18893",2011,9.2,59949,0.33,22.9,389.7,"Rural",88.9,54,5
"36191",2011,10.5,64440,0.43,5.5,673,"Urban",71.9,41,67.2
"41694",2013,7,50708,0.51,23.5,49.8,"Rural",36.7,17.2,67.5
"39958",2018,2.5,50940,0.41,5.6,699,"Urban",29.8,54.2,41.1
"51681",2019,12.7,53188,0.45,9.8,109.4,"Rural",85.7,2.4,35.4
"32818",2015,13.9,64515,0.5,12.2,84.7,"Rural",40.2,35.7,42.1
"21343",2018,10.6,51842,0.45,11.7,68.2,"Urban",82.4,47.1,44.9
"28834",2011,10.3,49651,0.28,12.2,46.6,"Urban",33.3,3.4,66.2
"59591",2020,4.9,43017,0.49,15.3,355.3,"Rural",55.5,10.1,55.6
"59087",2017,11.6,54965,0.31,23.8,54.8,"Rural",38.1,23.1,33.7
"43791",2016,2.1,45019,0.54,9.8,229.4,"Suburban",31.2,27.3,4.6
"28715",2014,2.4,57848,0.48,19.6,112.7,"Urban",22.3,26.2,16.5
"33829",2012,8,39512,0.32,23.3,104.2,"Urban",48,32.9,63.9
"51681",2017,3.2,53260,0.54,29.5,292.7,"Urban",25.1,19.7,47.2
"16502",2019,11.9,38480,0.53,19.3,189.4,"Suburban",60.5,14.5,29.2
"54817",2019,12.5,40489,0.4,13.3,59.7,"Suburban",50.4,41.7,22.1
"22395",2012,6.7,62331,0.4,23.5,84.9,"Urban",40,15.1,37.2
"17583",2017,8.8,48702,0.51,9.3,132.2,"Suburban",80.3,13.9,8.3
"59591",2014,11.1,59430,0.49,12.6,220.2,"Rural",47.8,7.7,15.9
"50999",2011,4.5,53002,0.3,8.6,95.3,"Urban",84.5,30.1,36.3
"16673",2018,3.5,59424,0.37,27.1,76.3,"Suburban",25.2,21.3,40.9
"16351",2019,7.3,47456,0.33,7.2,893.4,"Suburban",55.3,9,63.2
"33032",2016,8.4,48015,0.34,14.1,761.7,"Suburban",48.3,19.9,10.4
"18893",2018,2.9,55293,0.46,17.3,376.5,"Urban",66,59.4,59.4
"52514",2014,14.5,55669,0.41,9.1,129.4,"Urban",73.1,19.3,16
"16189",2018,8.2,45825,0.54,15.2,167.5,"Suburban",67.2,22.9,3.8
"51468",2020,10,48795,0.36,26.8,218.1,"Urban",28.9,13.1,45.1
"23317",2016,10.9,66236,0.5,12.9,262.2,"Urban",65.8,26.7,19.2
"47606",2019,5.9,57538,0.49,29.7,365.5,"Suburban",20.8,53.1,54.6
"24002",2011,10.4,41774,0.33,14.9,208.7,"Suburban",53.2,33.6,24.9
"35910",2015,10.7,40762,0.45,22.9,1190.5,"Urban",54.2,16.7,65.7
"45339",2016,14.1,58881,0.41,27.2,306.4,"Suburban",30.3,10.1,38.3
"39485",2020,10.9,47873,0.5,9.8,72.5,"Rural",24.3,5.1,63.8
"58020",2014,10.4,56022,0.32,12.3,393.4,"Urban",68.8,18.1,33.2
"32818",2011,3.8,60855,0.49,26.1,191.4,"Rural",44.7,18.2,41.4
"20733",2017,8.5,57060,0.33,23.2,103.1,"Rural",74.6,56.8,8.8
"55223",2018,3,44779,0.39,20.1,160.8,"Suburban",36,39,22
"30885",2017,14.4,44055,0.41,6.4,114.6,"Suburban",39.1,56.4,28.3
"47504",2014,6,38682,0.33,17,166,"Suburban",29,6.2,6.8
"49361",2017,12.9,54406,0.43,9.5,554.3,"Rural",35,24.7,32
"35169",2012,7.7,58595,0.36,7.5,754,"Urban",22.3,45.7,38.6
"59107",2016,3.7,37044,0.47,22.9,22.9,"Urban",88,25.8,69.2
"49716",2010,6.7,34924,0.36,9.4,307.8,"Urban",80.2,23,63.3
"48512",2016,6.7,51779,0.49,14.2,515.7,"Rural",89,5.6,37.8
"38221",2013,2.5,56653,0.33,23.9,81.4,"Suburban",49.9,32.5,27
"55049",2018,10.5,40952,0.48,20.3,327.6,"Rural",37.9,55.8,9.8
"29041",2010,2,65486,0.45,19.6,282.7,"Urban",43.3,52.3,59.1
"35520",2012,3.9,49723,0.37,6.8,183.7,"Urban",77.7,27.2,48.9
"44136",2019,7.3,53346,0.49,11.5,395.1,"Suburban",88.5,46.7,51.6
"36547",2010,4,56345,0.39,18.1,383.5,"Urban",39.8,15.8,50.3
"20043",2011,3.1,32745,0.46,14.1,95.1,"Urban",36.5,40.4,50.2
"43094",2014,9.4,65523,0.42,18.3,129.4,"Urban",40.9,16,32.1
"38313",2014,4.3,52373,0.54,5,88,"Suburban",33.1,45.1,43
"57378",2016,13.2,48980,0.3,14.8,70.8,"Urban",81.4,37.6,69.3
"12449",2020,5.4,53025,0.5,24.3,259.2,"Rural",27.5,36.9,28.2
"17281",2012,12.7,49259,0.5,16.3,51.1,"Suburban",48.9,5.7,32.6
"39497",2013,7.3,53971,0.37,28.9,279.4,"Suburban",79.6,49.3,10.2
"23783",2010,9.5,61559,0.46,24.7,345.8,"Suburban",46.5,58.6,30.1
"50550",2010,6.9,58999,0.36,17.8,102.6,"Urban",62.3,7.8,55.4
"57668",2016,12.2,45979,0.3,20.7,93.2,"Suburban",84.7,39.9,63.7
"51468",2018,9.9,54412,0.42,8.5,675.8,"Urban",22.7,50.1,65.7
"43791",2020,11.4,46608,0.51,14.6,391.6,"Suburban",56.2,35.6,3.5
"57891",2015,14.8,57026,0.52,20.9,65.9,"Suburban",61.2,34.3,11.3
"58586",2019,2.4,40870,0.41,8.6,69.7,"Urban",38.7,35.6,48
"44105",2019,9.4,59878,0.43,18,378.1,"Suburban",69.4,24.1,58.8
"17583",2014,5.4,53490,0.43,26.1,252.1,"Rural",45.4,8.4,58.8
"35605",2018,10.9,41911,0.41,23.7,418.4,"Urban",47.6,5,60.1
"53183",2015,10.4,51534,0.31,10.1,63.8,"Suburban",89.6,53.3,21
"35493",2019,2.3,55252,0.3,15.2,768.9,"Suburban",57.8,32.2,51.7
"59983",2011,4.5,56503,0.45,22.1,50.5,"Rural",20.5,41.7,65.8
"11621",2016,9.1,45571,0.34,7.8,146.7,"Urban",58.2,25,58.9
"33607",2019,5,52501,0.38,8.7,356.1,"Rural",61.6,43.1,42.4
"16351",2011,13.4,57442,0.34,21.9,137.4,"Suburban",35.8,34,26.4
"45283",2017,4.4,54782,0.31,5.2,242.4,"Urban",26.7,56.1,20.6
"53212",2013,14.1,54446,0.53,13.8,40.7,"Urban",20.6,9.8,28.5
"13319",2017,3.4,46918,0.43,13.7,203.2,"Urban",57.9,55.4,52.4
"51432",2014,9.1,46570,0.41,21.6,51.5,"Suburban",78.5,16.9,56.3
"11363",2015,3.4,44294,0.36,9,118.8,"Suburban",68.3,29.3,52.6
"17825",2015,5.2,61353,0.36,21.8,428.2,"Suburban",37,6.6,56
"32818",2020,6.9,49890,0.52,12.5,384.8,"Suburban",76.7,13,14.9
"44275",2015,5.2,47145,0.4,28,131.4,"Suburban",78.7,23.1,8.5
"53872",2014,12.4,58637,0.45,5,219.4,"Urban",51.4,1.2,2.4
"48866",2016,4.8,57672,0.37,6,69.7,"Rural",82.3,21.6,19.8
"41382",2020,13.2,58246,0.55,29.4,665.4,"Rural",85.7,1.8,45.8
"52514",2016,11.7,54836,0.54,5.7,190.7,"Rural",25.4,50,53.5
"57378",2012,14.9,42542,0.5,16.7,469.5,"Urban",54.8,56,39.5
"55049",2019,14.7,45991,0.31,11.5,220,"Suburban",42.8,54.7,44.3
"51610",2018,14.1,47907,0.48,10.8,2387.3,"Urban",28.5,34.2,29.8
"32103",2017,4.1,63017,0.48,14.3,136.6,"Rural",79.4,57.4,46.4
"30556",2016,13.7,45992,0.55,28.7,156.8,"Urban",55.5,55.9,66.7
"27004",2020,12.9,57742,0.42,15.1,86.8,"Suburban",50.2,44,63.7
"29824",2016,3.4,43820,0.48,18.9,269.1,"Urban",53.5,49.6,58.4
"52367",2013,7.1,43380,0.31,17.7,234.7,"Rural",57,57.2,44
"43745",2019,7.9,43946,0.41,8.8,45.6,"Suburban",33,14.2,26.3
"58697",2014,6.6,51348,0.34,9.3,1084.8,"Urban",57,4.5,56.7
"14179",2017,2.4,58496,0.52,22.3,325,"Urban",70.1,6.8,19.6
"28966",2020,13.9,50825,0.31,26.1,206.6,"Suburban",82,40.7,9.4
"34217",2013,10.2,60564,0.55,8.8,124.8,"Urban",74.9,5.6,46.3
"39817",2015,6.5,48171,0.45,22,712.2,"Suburban",65.3,24.2,57.2
"47624",2014,2.1,57952,0.5,7.1,433.1,"Rural",33.1,12,11
"53506",2011,5.2,42044,0.3,9.8,201.4,"Urban",22.2,11.1,32.1
"41134",2015,6.8,53366,0.52,17.8,179.4,"Suburban",37.4,57.6,29.9
"28785",2013,6.1,76016,0.39,25.4,571.7,"Suburban",39.7,56.5,14.1
"36910",2016,2.3,48633,0.39,27.7,287.3,"Rural",81.9,6.3,30.2
"45067",2015,4.4,45515,0.41,24.1,117.3,"Urban",86.2,34.4,11.7
"29236",2016,13.8,59657,0.44,16.8,1364.7,"Rural",89.6,25.7,32.3
"29134",2013,13.5,56284,0.47,18.3,37.7,"Suburban",82,2.3,30.5
"26860",2018,5.5,58516,0.48,28.6,99.4,"Suburban",39.7,15.3,8.5
"33064",2017,10.6,52716,0.36,23.3,123.7,"Urban",81.4,20.9,52.4
"42229",2013,14.5,65978,0.35,7.8,29,"Rural",80.9,6.7,45.5
"16673",2015,5.6,56780,0.38,22.4,364.3,"Urban",59,47.6,61.5
"14823",2017,5.7,54799,0.29,6.8,1049.3,"Urban",68.2,27.4,65.6
"49675",2012,11.7,42310,0.46,24.3,990.5,"Urban",58.6,14.7,61.2
"41463",2010,3.5,34784,0.48,9.1,80.5,"Rural",50.8,48.2,45.9
"26828",2016,3.3,59552,0.46,26.7,96.8,"Urban",60.2,6.3,10.3
"41012",2018,11.4,57861,0.45,26.8,339,"Suburban",75.2,55.5,8.6
"17979",2016,6.9,58731,0.46,13.8,2292,"Urban",47.8,55.2,21
"29041",2015,13.6,45344,0.49,6.2,2369.6,"Rural",22.8,32.3,40.3
"14428",2013,5.6,55789,0.4,22.5,45.5,"Urban",38.8,35.1,32.7
"11671",2016,14.7,51445,0.5,10.8,1452.5,"Suburban",71,16.9,20.3
"45336",2017,13.1,67344,0.47,29.7,1161,"Urban",87.5,14.4,29.3
"56258",2011,12,58776,0.4,29.2,1572.6,"Suburban",63.2,51.7,60.7
"44705",2019,9.2,54356,0.53,21.4,65.8,"Urban",47.2,53.5,38.4
"21116",2020,12.2,57848,0.28,6.9,177.8,"Suburban",33.7,51.7,37.8
"31468",2014,13.3,50629,0.42,9.6,268.8,"Suburban",21.2,1.2,37.9
"59983",2010,14.2,43743,0.4,21.4,59,"Suburban",65.7,38.1,42.4
"39485",2014,2.8,38684,0.35,12.4,60.1,"Suburban",20.4,27.9,48.3
"31610",2014,11.5,53764,0.38,23,130,"Suburban",50.4,31.4,31.7
"42853",2020,10.7,33877,0.38,12.2,76.9,"Urban",49.6,9.8,22.5
"54450",2013,3.6,52727,0.37,5.9,140.5,"Rural",34.2,44,56.4
"25489",2011,3.1,57845,0.3,25.1,244.3,"Suburban",56.3,34.1,19.6
"59983",2020,12.5,38774,0.54,22.5,23.2,"Suburban",43.3,8.6,28.4
"57891",2017,12.5,59570,0.43,23.9,379.5,"Suburban",56.5,41.1,5.6
"16691",2013,4.7,44873,0.32,14.2,101.4,"Urban",33.1,36.4,69.2
"46798",2014,10.1,56913,0.37,13.7,151.8,"Suburban",61.6,11.1,45.7
"15180",2014,6.7,51824,0.48,10.5,154.4,"Rural",89.7,59.5,4.8
"34031",2013,4.2,59691,0.54,12.6,491.3,"Suburban",82.2,16,52.5
"44105",2010,13,38769,0.44,23.1,289.5,"Suburban",56.8,6,32.1
"27441",2015,8,68862,0.38,5.9,1076.4,"Suburban",70.7,4.1,2.7
"45283",2019,6.1,42920,0.55,15.1,195,"Suburban",55.6,13,64.8
"49675",2010,13.7,48486,0.29,15.3,49,"Suburban",84.2,24.7,47.9
"41382",2010,2.8,41018,0.45,29.2,40.7,"Rural",41.9,46.6,57.9
"18617",2012,13.6,51991,0.43,14.2,240.8,"Urban",56.2,15.6,48.3
"43094",2016,5.5,47937,0.46,7.9,51.4,"Suburban",78.7,4.8,60.4
"34143",2010,6.4,59891,0.46,15.2,273.7,"Suburban",84.4,50.3,21.6
"14428",2014,11.2,44457,0.32,10.7,279.8,"Urban",27.8,8.9,30.8
"49361",2013,4.5,58715,0.39,21.9,266.9,"Suburban",42,11.6,42.2
"52229",2012,6.1,58568,0.31,24.3,92.7,"Urban",85.8,32.8,20.5
"57378",2010,13.9,52936,0.43,21.6,841.2,"Urban",63.6,13.8,60.5
"50110",2016,10.4,61994,0.39,19.4,1261.6,"Suburban",31.9,9.6,13.5
"23783",2016,14.2,53400,0.38,20.6,646.2,"Rural",71.6,50.3,20.9
"17825",2019,2.6,48114,0.33,20.7,368.7,"Rural",29,49.3,22.6
"13968",2014,8.8,51743,0.33,25,924.4,"Urban",71.7,6.4,20.1
"15025",2020,5.5,52936,0.49,6.2,387,"Suburban",76,49.6,67.1
"34493",2016,13.2,43747,0.39,5.3,84.7,"Suburban",51.2,21,24.7
"11671",2010,10.9,50959,0.4,28.4,234,"Urban",64.8,57.3,13.9
"36191",2019,9.2,46410,0.53,21.3,155.5,"Urban",50.1,18.3,41.2
"12448",2016,10.6,49866,0.29,28.6,338.2,"Suburban",63.6,54.9,36.2
"58225",2014,5.3,43960,0.31,15.8,176.1,"Rural",72.6,28.5,33
"54817",2014,12.6,59665,0.41,29.5,196.4,"Suburban",87.8,52.3,30.3
"45811",2016,3.9,45932,0.37,8.3,119.5,"Rural",39.2,56.5,4
"42678",2014,9.3,51808,0.48,10.3,198.8,"Suburban",38.2,18.2,62
"59107",2013,11.4,56708,0.42,28.9,163.9,"Suburban",74.4,8.4,8.4
"38665",2010,7.7,37426,0.49,19.9,565.8,"Rural",73.7,11.5,32.2
"25010",2016,9.3,62122,0.45,9.3,78.5,"Suburban",48.1,40.4,11.6
"41694",2019,3,50773,0.35,17.5,394.4,"Urban",89.7,59.9,32.9
"50272",2010,3.2,43392,0.51,20.9,751.8,"Urban",71,5.2,6.5
"18788",2016,7.2,43591,0.47,27.5,109.6,"Urban",48.8,52.3,6.5
"53506",2012,13.4,49744,0.46,16.7,1739.8,"Suburban",64.3,14.7,30.3
"38221",2011,3.2,46832,0.34,5.7,758,"Suburban",32.8,4.8,45.2
"38745",2015,2.6,55057,0.36,16.4,953.5,"Suburban",64,31.5,29.7
"35051",2020,2.8,61425,0.47,12.4,102.4,"Urban",81.4,46.5,47.2
"24002",2015,10.4,48725,0.53,26.4,79.6,"Suburban",50.9,19.4,67.4
"38337",2012,8.1,66370,0.31,7.7,47.1,"Suburban",81.6,12,28.6
"58697",2020,6.5,51775,0.52,6.1,206.4,"Rural",71.1,1.7,7.3
"16351",2011,6.3,61991,0.5,22.7,187.4,"Rural",41.7,55.9,53
"23317",2015,10.2,55695,0.5,10.9,500,"Urban",76.8,42.8,19.7
"12330",2011,5.4,54504,0.49,9.1,7481,"Suburban",20.8,57.7,64.1
"49710",2017,6.9,67886,0.53,18,319.3,"Urban",32.6,40.3,39.8
"42608",2014,11.6,51558,0.28,21.4,91,"Urban",88.7,40.8,50.2
"31610",2016,12.7,42426,0.47,23,1682.2,"Urban",41,12.2,62.6
"47606",2012,12.4,53387,0.34,6.3,419.1,"Rural",63.7,49.5,27.3
"48492",2019,13,45585,0.48,29.2,374.4,"Suburban",69.3,7.5,58.8
"54441",2016,3.4,55203,0.52,26.5,40.4,"Suburban",31.1,3.3,47.1
"36843",2013,10.8,57035,0.39,26.5,516.6,"Urban",41.7,19,42.3
"45261",2010,11.3,46787,0.34,21.4,48.7,"Rural",84.5,21.4,22
"14588",2015,9.9,53608,0.5,25.8,99.9,"Suburban",89.5,47.4,38.1
"58596",2017,11.4,51038,0.36,28.2,3200.6,"Suburban",69.7,49.2,59.8
"16351",2017,12.9,68300,0.53,21.8,181.7,"Urban",65.2,14.5,36.4
"37770",2014,13.7,52506,0.48,15.5,137.9,"Suburban",50.5,21.7,44.1
"39139",2016,12,58134,0.29,7.7,60.9,"Rural",84.9,32,25.5
"38337",2010,6.3,64706,0.31,12.5,52.4,"Urban",34.2,47.5,3
"35493",2017,12.5,57142,0.55,20.8,119.6,"Rural",48.2,18.2,54.7
"52745",2018,8.6,48638,0.45,9.9,314.3,"Suburban",34.1,59.6,59.1
"23317",2013,6.8,46040,0.48,19.4,150.1,"Urban",47.4,14,52.9
"50914",2018,13.5,58435,0.38,6.7,57.1,"Suburban",29.8,14.9,56.7
"43094",2013,2.2,70681,0.33,13.3,300.3,"Rural",51.3,49.5,34.3
"11430",2017,9.8,59120,0.32,20.6,73.3,"Suburban",26.9,18,31.1
"33462",2014,14,47512,0.52,20,41.6,"Suburban",67.4,21.9,11
"53935",2011,2.9,44597,0.44,6,175.1,"Urban",43.2,8.4,16
"59750",2017,11.5,45845,0.32,27.2,306.1,"Urban",24.6,16.7,62.3
"26280",2019,8.9,54298,0.55,13.6,100.1,"Urban",83.2,38.8,44.2
"50629",2018,8.6,49534,0.38,12.9,939.8,"Urban",63.9,2.5,53.2
"41025",2020,14.6,57532,0.3,23.2,368.4,"Urban",62.8,47.6,4.8
"22941",2010,9.7,49938,0.43,5.2,151.7,"Urban",73.4,8.5,30.6
"43094",2015,3.5,58188,0.31,5.6,452,"Suburban",23.5,28.7,60.1
"34143",2012,10.3,58960,0.54,25.7,68.7,"Rural",39.6,13.2,58.1
"52229",2012,6.6,54778,0.31,24.3,257.5,"Suburban",84.7,23,59.4
"38860",2018,4.8,51142,0.48,20.4,187.3,"Rural",63.8,33.3,66.2
"28715",2018,8.3,46764,0.52,15.2,84.4,"Suburban",46.3,1.2,7.8
"11671",2020,12.5,51089,0.45,15.1,599.5,"Suburban",26.2,1,15.8
"42229",2017,10.6,45191,0.44,12.6,1276.4,"Rural",53.1,45.1,4.5
"59524",2011,4.7,65293,0.29,26.1,138.9,"Rural",75.7,55.2,12.4
"41694",2012,7.6,34043,0.45,11,79.4,"Rural",62.3,37.7,52.3
"11482",2012,13.7,56115,0.47,28.1,393.5,"Urban",38.8,20.9,12
"26860",2012,10.2,46569,0.48,22.8,817.3,"Suburban",35,14.4,3.9
"51610",2010,5.4,54568,0.47,14.8,84.8,"Suburban",55,54.1,65.3
"30056",2014,8.6,53343,0.53,14.8,646.2,"Suburban",86.3,46.3,30.1
"17281",2019,4.5,58023,0.37,9.2,144.6,"Urban",57,46.4,18.5
"15091",2010,8.1,59601,0.51,17.6,27.4,"Suburban",23.5,59.1,24
"34142",2014,13.4,60570,0.38,25,91.1,"Urban",58.1,51.5,53.2
"20733",2012,11.2,49141,0.43,7.5,58.6,"Urban",78.9,56.9,65.1
"29387",2011,14.6,49565,0.48,17.6,107.8,"Urban",65.1,44.9,61.9
"52514",2013,2.5,52692,0.52,26.4,633.5,"Rural",80.9,35.4,12.4
"38573",2020,4,55247,0.34,29.2,73,"Urban",30,55.4,28
"54450",2019,6.7,61775,0.54,14.5,265.2,"Suburban",31.6,17.4,30.1
"39817",2016,2.6,44642,0.53,25.6,730.2,"Urban",71.9,40.1,32.4
"59362",2020,6.9,40257,0.44,24.2,346,"Suburban",37,16.5,55.7
"59362",2017,9.9,63997,0.55,15,1167.2,"Urban",53,47.1,40.3
"22949",2012,8.4,54292,0.53,9.6,787.7,"Rural",33.9,51.3,66.2
"44447",2018,4.9,60952,0.53,8.1,412.2,"Urban",87.6,45.7,50.6
"23317",2019,11.1,64196,0.5,10.7,431.5,"Rural",41.2,49.8,10.8
